연도,작목군,작목명,지역,면적,생산량
2023,특약용작물,작약,광주,0.0,0.0
2023,특약용작물,작약,대구,0.0,0.0
2023,특약용작물,작약,대전,0.0,0.0
2023,특약용작물,작약,부산,0.0,0.0
2023,특약용작물,작약,서울,0.0,0.0
2023,특약용작물,작약,세종,0.0,0.0
2023,특약용작물,작약,울산,0.0,0.0
2023,특약용작물,작약,인천,0.0,0.0
2023,특약용작물,작약,전남,42.0,373.0
2023,특약용작물,작약,전북,6.0,250.0
2023,특약용작물,작약,제주,0.0,0.0
2023,특약용작물,작약,충남,0.0,1.0
2023,특약용작물,작약,충북,8.0,130.0
2023,특약용작물,작약,전국,166.0,1987.0
2024,특약용작물,작약,강원,10.0,95.0
2024,특약용작물,작약,경기,0.0,0.0
2024,특약용작물,작약,경남,12.0,126.0
2024,특약용작물,작약,경북,105.0,1235.0
2024,특약용작물,작약,광주,0.0,0.0
2024,특약용작물,작약,대구,0.0,0.0
2024,특약용작물,작약,대전,0.0,0.0
2024,특약용작물,작약,부산,0.0,0.0
2024,특약용작물,작약,서울,0.0,0.0
2024,특약용작물,작약,세종,0.0,0.0
2024,특약용작물,작약,울산,0.0,0.0
2024,특약용작물,작약,인천,0.0,0.0
2024,특약용작물,작약,전국,187.0,2128.0
2024,특약용작물,작약,전남,45.0,402.0
2024,특약용작물,작약,전북,9.0,208.0
2024,특약용작물,작약,제주,0.0,0.0
2024,특약용작물,작약,충남,0.0,1.0
2024,특약용작물,작약,충북,6.0,62.0
2020,특약용작물,저마(모시),강원,0.0,0.0
2020,특약용작물,저마(모시),경기,0.0,0.0
2020,특약용작물,저마(모시),경남,0.0,0.0
2020,특약용작물,저마(모시),경북,0.0,0.0
2020,특약용작물,저마(모시),광주,0.0,0.0
2020,특약용작물,저마(모시),대구,0.0,0.0
2020,특약용작물,저마(모시),대전,0.0,0.0
2020,특약용작물,저마(모시),부산,0.0,0.0
2020,특약용작물,저마(모시),서울,0.0,0.0
2020,특약용작물,저마(모시),세종,0.0,0.0
2020,특약용작물,저마(모시),울산,0.0,0.0
2020,특약용작물,저마(모시),인천,0.0,0.0
2020,특약용작물,저마(모시),전남,15.0,42.0
2020,특약용작물,저마(모시),전북,0.0,0.0
2020,특약용작물,저마(모시),제주,0.0,0.0
2020,특약용작물,저마(모시),충남,10.0,61.0
2020,특약용작물,저마(모시),충북,0.0,0.0
2020,특약용작물,저마(모시),전국,25.0,103.0
2021,특약용작물,저마(모시),강원,0.0,0.0
2021,특약용작물,저마(모시),경기,0.0,0.0
2021,특약용작물,저마(모시),경남,0.0,0.0
2021,특약용작물,저마(모시),경북,0.0,0.0
2021,특약용작물,저마(모시),광주,0.0,0.0
2021,특약용작물,저마(모시),대구,0.0,0.0
2021,특약용작물,저마(모시),대전,0.0,0.0
2021,특약용작물,저마(모시),부산,0.0,0.0
2021,특약용작물,저마(모시),서울,0.0,0.0
2021,특약용작물,저마(모시),세종,0.0,0.0
2021,특약용작물,저마(모시),울산,0.0,0.0
2021,특약용작물,저마(모시),인천,0.0,0.0
2021,특약용작물,저마(모시),전남,12.0,34.0
2021,특약용작물,저마(모시),전북,0.0,0.0
2021,특약용작물,저마(모시),제주,0.0,0.0
2021,특약용작물,저마(모시),충남,10.0,61.0
2021,특약용작물,저마(모시),충북,0.0,0.0
2021,특약용작물,저마(모시),전국,22.0,95.0
2022,특약용작물,저마(모시),강원,0.0,0.0
2022,특약용작물,저마(모시),경기,0.0,0.0
2022,특약용작물,저마(모시),경남,0.0,0.0
2022,특약용작물,저마(모시),경북,0.0,0.0
2022,특약용작물,저마(모시),광주,0.0,0.0
2022,특약용작물,저마(모시),대구,0.0,0.0
2022,특약용작물,저마(모시),대전,0.0,0.0
2022,특약용작물,저마(모시),부산,0.0,0.0
2022,특약용작물,저마(모시),서울,0.0,0.0
2022,특약용작물,저마(모시),세종,0.0,0.0
2022,특약용작물,저마(모시),울산,0.0,0.0
2022,특약용작물,저마(모시),인천,0.0,0.0
2022,특약용작물,저마(모시),전남,11.0,31.0
2022,특약용작물,저마(모시),전북,0.0,0.0
2022,특약용작물,저마(모시),제주,0.0,0.0
2022,특약용작물,저마(모시),충남,10.0,62.0
2022,특약용작물,저마(모시),충북,0.0,0.0
2022,특약용작물,저마(모시),전국,21.0,93.0
2023,특약용작물,저마(모시),강원,0.0,0.0
2023,특약용작물,저마(모시),경기,0.0,0.0
2023,특약용작물,저마(모시),경남,0.0,0.0
2023,특약용작물,저마(모시),경북,0.0,0.0
2023,특약용작물,저마(모시),광주,0.0,0.0
2023,특약용작물,저마(모시),대구,0.0,0.0
2023,특약용작물,저마(모시),대전,0.0,0.0
2023,특약용작물,저마(모시),부산,0.0,0.0
2023,특약용작물,저마(모시),서울,0.0,0.0
2023,특약용작물,저마(모시),세종,0.0,0.0
2023,특약용작물,저마(모시),울산,0.0,0.0
2023,특약용작물,저마(모시),인천,0.0,0.0
2023,특약용작물,저마(모시),전남,10.0,25.0
2023,특약용작물,저마(모시),전북,0.0,0.0
2023,특약용작물,저마(모시),제주,0.0,0.0
2023,특약용작물,저마(모시),충남,10.0,61.0
2023,특약용작물,저마(모시),충북,0.0,0.0
2023,특약용작물,저마(모시),전국,20.0,86.0
2024,특약용작물,저마(모시),강원,0.0,0.0
2024,특약용작물,저마(모시),경기,0.0,0.0
2024,특약용작물,저마(모시),경남,0.0,0.0
2024,특약용작물,저마(모시),경북,0.0,0.0
2024,특약용작물,저마(모시),광주,0.0,0.0
2024,특약용작물,저마(모시),대구,0.0,0.0
2024,특약용작물,저마(모시),대전,0.0,0.0
2024,특약용작물,저마(모시),부산,0.0,0.0
2024,특약용작물,저마(모시),서울,0.0,0.0
2024,특약용작물,저마(모시),세종,0.0,0.0
2024,특약용작물,저마(모시),울산,0.0,0.0
2024,특약용작물,저마(모시),인천,0.0,0.0
2024,특약용작물,저마(모시),전국,20.0,87.0
2024,특약용작물,저마(모시),전남,10.0,25.0
2024,특약용작물,저마(모시),전북,0.0,0.0
2024,특약용작물,저마(모시),제주,0.0,0.0
2024,특약용작물,저마(모시),충남,10.0,61.0
2024,특약용작물,저마(모시),충북,0.0,0.0
2020,채소,적채,강원,37.0,986.0
2020,채소,적채,경기,21.0,548.0
2020,채소,적채,경북,4.0,257.0
2020,채소,적채,전국,318.0,10035.0
2020,채소,적채,전남,5.0,654.0
2020,채소,적채,제주,148.0,5182.0
2020,채소,적채,충남,47.0,1247.0
2020,채소,적채,충북,57.0,1160.0
2021,채소,적채,강원,35.0,952.0
2021,채소,적채,경기,21.0,549.0
2021,채소,적채,경남,,
2021,채소,적채,경북,4.0,260.0
2021,채소,적채,광주,,
2021,채소,적채,대구,,
2021,채소,적채,부산,,
2021,채소,적채,인천,,
2021,채소,적채,전국,313.0,9297.0
2021,채소,적채,전남,5.0,77.0
2021,채소,적채,전북,,
2021,채소,적채,제주,146.0,5068.0
2021,채소,적채,충남,45.0,1206.0
2021,채소,적채,충북,58.0,1186.0
2022,채소,적채,강원,37.0,922.0
2022,채소,적채,경기,24.0,634.0
2022,채소,적채,경북,4.0,256.0
2022,채소,적채,전국,323.0,9463.0
2022,채소,적채,전남,5.0,77.0
2022,채소,적채,제주,151.0,5182.0
2022,채소,적채,충남,45.0,1206.0
2022,채소,적채,충북,58.0,1186.0
2023,채소,적채,강원,37.0,922.0
2023,채소,적채,경기,30.0,778.0
2023,채소,적채,경북,4.0,173.0
2023,채소,적채,전국,350.0,10369.0
2023,채소,적채,전남,5.0,77.0
2023,채소,적채,제주,172.0,6026.0
2023,채소,적채,충남,45.0,1206.0
2023,채소,적채,충북,58.0,1186.0
2024,채소,적채,강원,32.0,762.0
2024,채소,적채,경기,21.0,549.0
2024,채소,적채,경북,4.0,173.0
2024,채소,적채,전국,363.0,10449.0
2024,채소,적채,전남,5.0,79.0
2024,채소,적채,제주,199.0,6494.0
2024,채소,적채,충남,46.0,1216.0
2024,채소,적채,충북,58.0,1177.0
2020,특약용작물,지모,강원,0.0,0.0
2020,특약용작물,지모,경기,0.0,0.0
2020,특약용작물,지모,경남,0.0,0.0
2020,특약용작물,지모,경북,0.0,0.0
2020,특약용작물,지모,광주,0.0,0.0
2020,특약용작물,지모,대구,0.0,0.0
2020,특약용작물,지모,대전,0.0,0.0
2020,특약용작물,지모,부산,0.0,0.0
2020,특약용작물,지모,서울,0.0,0.0
2020,특약용작물,지모,세종,0.0,0.0
2020,특약용작물,지모,울산,0.0,0.0
2020,특약용작물,지모,인천,0.0,0.0
2020,특약용작물,지모,전남,0.0,0.0
2020,특약용작물,지모,전북,0.0,0.0
2020,특약용작물,지모,제주,0.0,0.0
2020,특약용작물,지모,충남,0.0,0.0
2020,특약용작물,지모,충북,0.0,0.0
2020,특약용작물,지모,전국,0.0,0.0
2021,특약용작물,지모,강원,0.0,0.0
2021,특약용작물,지모,경기,0.0,0.0
2021,특약용작물,지모,경남,0.0,0.0
2021,특약용작물,지모,경북,0.0,0.0
2021,특약용작물,지모,광주,0.0,0.0
2021,특약용작물,지모,대구,0.0,0.0
2021,특약용작물,지모,대전,0.0,0.0
2021,특약용작물,지모,부산,0.0,0.0
2021,특약용작물,지모,서울,0.0,0.0
2021,특약용작물,지모,세종,0.0,0.0
2021,특약용작물,지모,울산,0.0,0.0
2021,특약용작물,지모,인천,0.0,0.0
2021,특약용작물,지모,전남,0.0,0.0
2021,특약용작물,지모,전북,0.0,0.0
2021,특약용작물,지모,제주,0.0,0.0
2021,특약용작물,지모,충남,0.0,0.0
2021,특약용작물,지모,충북,0.0,0.0
2021,특약용작물,지모,전국,0.0,0.0
2022,특약용작물,지모,강원,0.0,0.0
2022,특약용작물,지모,경기,0.0,0.0
2022,특약용작물,지모,경남,0.0,0.0
2022,특약용작물,지모,경북,0.0,0.0
2022,특약용작물,지모,광주,0.0,0.0
2022,특약용작물,지모,대구,0.0,0.0
2022,특약용작물,지모,대전,0.0,0.0
2022,특약용작물,지모,부산,0.0,0.0
2022,특약용작물,지모,서울,0.0,0.0
2022,특약용작물,지모,세종,0.0,0.0
2022,특약용작물,지모,울산,0.0,0.0
2022,특약용작물,지모,인천,0.0,0.0
2022,특약용작물,지모,전남,0.0,0.0
2022,특약용작물,지모,전북,0.0,0.0
2022,특약용작물,지모,제주,0.0,0.0
2022,특약용작물,지모,충남,0.0,0.0
2022,특약용작물,지모,충북,0.0,0.0
2022,특약용작물,지모,전국,0.0,0.0
2023,특약용작물,지모,강원,0.0,0.0
2023,특약용작물,지모,경기,0.0,0.0
2023,특약용작물,지모,경남,0.0,0.0
2023,특약용작물,지모,경북,0.0,0.0
2023,특약용작물,지모,광주,0.0,0.0
2023,특약용작물,지모,대구,0.0,0.0
2023,특약용작물,지모,대전,0.0,0.0
2023,특약용작물,지모,부산,0.0,0.0
2023,특약용작물,지모,서울,0.0,0.0
2023,특약용작물,지모,세종,0.0,0.0
2023,특약용작물,지모,울산,0.0,0.0
2023,특약용작물,지모,인천,0.0,0.0
2023,특약용작물,지모,전남,0.0,0.0
2023,특약용작물,지모,전북,0.0,0.0
2023,특약용작물,지모,제주,0.0,0.0
2023,특약용작물,지모,충남,0.0,0.0
2023,특약용작물,지모,충북,0.0,0.0
2023,특약용작물,지모,전국,0.0,0.0
2024,특약용작물,지모,강원,0.0,0.0
2024,특약용작물,지모,경기,0.0,0.0
2024,특약용작물,지모,경남,0.0,0.0
2024,특약용작물,지모,경북,0.0,0.0
2024,특약용작물,지모,광주,0.0,0.0
2024,특약용작물,지모,대구,0.0,0.0
2024,특약용작물,지모,대전,0.0,0.0
2024,특약용작물,지모,부산,0.0,0.0
2024,특약용작물,지모,서울,0.0,0.0
2024,특약용작물,지모,세종,0.0,0.0
2024,특약용작물,지모,울산,0.0,0.0
2024,특약용작물,지모,인천,0.0,0.0
2024,특약용작물,지모,전국,0.0,0.0
2024,특약용작물,지모,전남,0.0,0.0
2024,특약용작물,지모,전북,0.0,0.0
2024,특약용작물,지모,제주,0.0,0.0
2024,특약용작물,지모,충남,0.0,0.0
2024,특약용작물,지모,충북,0.0,0.0
2020,특약용작물,지황,강원,0.0,0.0
2020,특약용작물,지황,경기,0.0,0.0
2020,특약용작물,지황,경남,0.0,0.0
2020,특약용작물,지황,경북,69.0,397.0
2020,특약용작물,지황,광주,0.0,0.0
2020,특약용작물,지황,대구,0.0,0.0
2020,특약용작물,지황,대전,0.0,0.0
2020,특약용작물,지황,부산,0.0,0.0
2020,특약용작물,지황,서울,0.0,0.0
2020,특약용작물,지황,세종,0.0,0.0
2020,특약용작물,지황,울산,0.0,0.0
2020,특약용작물,지황,인천,0.0,0.0
2020,특약용작물,지황,전남,1.0,6.0
2020,특약용작물,지황,전북,2.0,14.0
2020,특약용작물,지황,제주,0.0,0.0
2020,특약용작물,지황,충남,60.0,549.0
2020,특약용작물,지황,충북,5.0,41.0
2020,특약용작물,지황,전국,137.0,1007.0
2021,특약용작물,지황,강원,0.0,0.0
2021,특약용작물,지황,경기,0.0,0.0
2021,특약용작물,지황,경남,0.0,0.0
2021,특약용작물,지황,경북,70.0,400.0
2021,특약용작물,지황,광주,0.0,0.0
2021,특약용작물,지황,대구,0.0,0.0
2021,특약용작물,지황,대전,0.0,0.0
2021,특약용작물,지황,부산,0.0,0.0
2021,특약용작물,지황,서울,0.0,0.0
2021,특약용작물,지황,세종,0.0,0.0
2021,특약용작물,지황,울산,0.0,0.0
2021,특약용작물,지황,인천,0.0,0.0
2021,특약용작물,지황,전남,1.0,7.0
2021,특약용작물,지황,전북,2.0,13.0
2021,특약용작물,지황,제주,0.0,0.0
2021,특약용작물,지황,충남,9.0,89.0
2021,특약용작물,지황,충북,5.0,41.0
2021,특약용작물,지황,전국,87.0,550.0
2022,특약용작물,지황,강원,0.0,0.0
2022,특약용작물,지황,경기,0.0,0.0
2022,특약용작물,지황,경남,0.0,0.0
2022,특약용작물,지황,경북,70.0,403.0
2022,특약용작물,지황,광주,0.0,0.0
2022,특약용작물,지황,대구,0.0,0.0
2022,특약용작물,지황,대전,0.0,0.0
2022,특약용작물,지황,부산,0.0,0.0
2022,특약용작물,지황,서울,0.0,0.0
2022,특약용작물,지황,세종,0.0,0.0
2022,특약용작물,지황,울산,0.0,0.0
2022,특약용작물,지황,인천,0.0,0.0
2022,특약용작물,지황,전남,1.0,7.0
2022,특약용작물,지황,전북,2.0,11.0
2022,특약용작물,지황,제주,0.0,0.0
2022,특약용작물,지황,충남,7.0,65.0
2022,특약용작물,지황,충북,7.0,62.0
2022,특약용작물,지황,전국,87.0,548.0
2023,특약용작물,지황,강원,0.0,0.0
2023,특약용작물,지황,경기,0.0,0.0
2023,특약용작물,지황,경남,0.0,0.0
2023,특약용작물,지황,경북,64.0,376.0
2023,특약용작물,지황,광주,0.0,0.0
2023,특약용작물,지황,대구,6.0,33.0
2023,특약용작물,지황,대전,0.0,0.0
2023,특약용작물,지황,부산,0.0,0.0
2023,특약용작물,지황,서울,0.0,0.0
2023,특약용작물,지황,세종,0.0,0.0
2023,특약용작물,지황,울산,0.0,0.0
2023,특약용작물,지황,인천,0.0,0.0
2023,특약용작물,지황,전남,1.0,6.0
2023,특약용작물,지황,전북,15.0,80.0
2023,특약용작물,지황,제주,0.0,0.0
2023,특약용작물,지황,충남,7.0,65.0
2023,특약용작물,지황,충북,7.0,63.0
2023,특약용작물,지황,전국,100.0,623.0
2024,특약용작물,지황,강원,0.0,0.0
2024,특약용작물,지황,경기,0.0,0.0
2024,특약용작물,지황,경남,0.0,0.0
2024,특약용작물,지황,경북,64.0,374.0
2024,특약용작물,지황,광주,0.0,0.0
2024,특약용작물,지황,대구,6.0,33.0
2024,특약용작물,지황,대전,0.0,0.0
2024,특약용작물,지황,부산,0.0,0.0
2024,특약용작물,지황,서울,0.0,0.0
2024,특약용작물,지황,세종,0.0,0.0
2024,특약용작물,지황,울산,0.0,0.0
2024,특약용작물,지황,인천,0.0,0.0
2024,특약용작물,지황,전국,103.0,719.0
2024,특약용작물,지황,전남,2.0,17.0
2024,특약용작물,지황,전북,15.0,80.0
2024,특약용작물,지황,제주,0.0,0.0
2024,특약용작물,지황,충남,10.0,163.0
2024,특약용작물,지황,충북,7.0,52.0
2020,채소,쪽파,강원,115.0,1806.0
2020,채소,쪽파,경기,374.0,7304.0
2020,채소,쪽파,경남,135.0,2495.0
2020,채소,쪽파,경북,204.0,4381.0
2020,채소,쪽파,광주,11.0,209.0
2020,채소,쪽파,대구,3.0,51.0
2020,채소,쪽파,대전,3.0,47.0
2020,채소,쪽파,부산,84.0,1580.0
2020,채소,쪽파,서울,0.0,14.0
2020,채소,쪽파,세종,8.0,133.0
2020,채소,쪽파,울산,19.0,437.0
2020,채소,쪽파,인천,49.0,1015.0
2020,채소,쪽파,전국,4376.0,91410.0
2020,채소,쪽파,전남,1157.0,29745.0
2020,채소,쪽파,전북,147.0,2805.0
2020,채소,쪽파,제주,445.0,9002.0
2020,채소,쪽파,충남,1506.0,29153.0
2020,채소,쪽파,충북,116.0,1233.0
2021,채소,쪽파,강원,126.0,1937.0
2021,채소,쪽파,경기,448.0,9198.0
2021,채소,쪽파,경남,188.0,3528.0
2021,채소,쪽파,경북,414.0,8405.0
2021,채소,쪽파,광주,8.0,151.0
2021,채소,쪽파,대구,11.0,233.0
2021,채소,쪽파,대전,10.0,111.0
2021,채소,쪽파,부산,44.0,806.0
2021,채소,쪽파,서울,4.0,91.0
2021,채소,쪽파,세종,5.0,93.0
2021,채소,쪽파,울산,29.0,683.0
2021,채소,쪽파,인천,52.0,1070.0
2021,채소,쪽파,전국,5028.0,105984.0
2021,채소,쪽파,전남,1336.0,34829.0
2021,채소,쪽파,전북,104.0,1940.0
2021,채소,쪽파,제주,507.0,10380.0
2021,채소,쪽파,충남,1635.0,31365.0
2021,채소,쪽파,충북,107.0,1164.0
2022,채소,쪽파,강원,143.0,2162.0
2022,채소,쪽파,경기,363.0,7124.0
2022,채소,쪽파,경남,224.0,4108.0
2022,채소,쪽파,경북,543.0,10803.0
2022,채소,쪽파,광주,11.0,220.0
2022,채소,쪽파,대구,12.0,182.0
2022,채소,쪽파,대전,13.0,100.0
2022,채소,쪽파,부산,55.0,1064.0
2022,채소,쪽파,서울,2.0,45.0
2022,채소,쪽파,세종,13.0,218.0
2022,채소,쪽파,울산,33.0,782.0
2022,채소,쪽파,인천,50.0,973.0
2022,채소,쪽파,전국,5827.0,124576.0
2022,채소,쪽파,전남,1956.0,50628.0
2022,채소,쪽파,전북,137.0,2553.0
2022,채소,쪽파,제주,594.0,12421.0
2022,채소,쪽파,충남,1565.0,29800.0
2022,채소,쪽파,충북,114.0,1393.0
2023,채소,쪽파,강원,154.0,2612.0
2023,채소,쪽파,경기,491.0,9957.0
2023,채소,쪽파,경남,239.0,4477.0
2023,채소,쪽파,경북,512.0,9856.0
2023,채소,쪽파,광주,14.0,265.0
2023,채소,쪽파,대구,17.0,351.0
2023,채소,쪽파,대전,14.0,105.0
2023,채소,쪽파,부산,57.0,1098.0
2023,채소,쪽파,서울,4.0,91.0
2023,채소,쪽파,세종,13.0,221.0
2023,채소,쪽파,울산,39.0,913.0
2023,채소,쪽파,인천,41.0,833.0
2023,채소,쪽파,전국,5451.0,116232.0
2023,채소,쪽파,전남,1534.0,39387.0
2023,채소,쪽파,전북,226.0,4352.0
2023,채소,쪽파,제주,548.0,10892.0
2023,채소,쪽파,충남,1452.0,29663.0
2023,채소,쪽파,충북,97.0,1159.0
2024,채소,쪽파,강원,210.0,3569.0
2024,채소,쪽파,경기,418.0,8690.0
2024,채소,쪽파,경남,238.0,4526.0
2024,채소,쪽파,경북,533.0,9982.0
2024,채소,쪽파,광주,18.0,336.0
2024,채소,쪽파,대구,22.0,330.0
2024,채소,쪽파,대전,14.0,127.0
2024,채소,쪽파,부산,45.0,822.0
2024,채소,쪽파,서울,2.0,63.0
2024,채소,쪽파,세종,10.0,170.0
2024,채소,쪽파,울산,46.0,1114.0
2024,채소,쪽파,인천,45.0,911.0
2024,채소,쪽파,전국,5588.0,119592.0
2024,채소,쪽파,전남,1556.0,39952.0
2024,채소,쪽파,전북,166.0,2973.0
2024,채소,쪽파,제주,617.0,12389.0
2024,채소,쪽파,충남,1514.0,32179.0
2024,채소,쪽파,충북,132.0,1459.0
2020,특약용작물,차,강원,0.0,0.0
2020,특약용작물,차,경기,0.0,0.0
2020,특약용작물,차,경남,883.0,1293.0
2020,특약용작물,차,경북,0.0,0.0
2020,특약용작물,차,광주,1.0,0.0
2020,특약용작물,차,대구,0.0,0.0
2020,특약용작물,차,대전,0.0,0.0
2020,특약용작물,차,부산,0.0,0.0
2020,특약용작물,차,서울,0.0,0.0
2020,특약용작물,차,세종,0.0,0.0
2020,특약용작물,차,울산,3.0,0.0
2020,특약용작물,차,인천,0.0,0.0
2020,특약용작물,차,전남,1130.0,1182.0
2020,특약용작물,차,전북,90.0,66.0
2020,특약용작물,차,제주,593.0,1517.0
2020,특약용작물,차,충남,3.0,3.0
2020,특약용작물,차,충북,0.0,0.0
2020,특약용작물,차,전국,2703.0,4061.0
2021,특약용작물,차,강원,0.0,0.0
2021,특약용작물,차,경기,0.0,0.0
2021,특약용작물,차,경남,891.0,1392.0
2021,특약용작물,차,경북,0.0,0.0
2021,특약용작물,차,광주,1.0,0.0
2021,특약용작물,차,대구,0.0,0.0
2021,특약용작물,차,대전,0.0,0.0
2021,특약용작물,차,부산,3.0,1.0
2021,특약용작물,차,서울,0.0,0.0
2021,특약용작물,차,세종,0.0,0.0
2021,특약용작물,차,울산,1.0,1.0
2021,특약용작물,차,인천,0.0,0.0
2021,특약용작물,차,전남,1164.0,1256.0
2021,특약용작물,차,전북,84.0,66.0
2021,특약용작물,차,제주,575.0,857.0
2021,특약용작물,차,충남,3.0,2.0
2021,특약용작물,차,충북,0.0,0.0
2021,특약용작물,차,전국,2722.0,3575.0
2022,특약용작물,차,강원,0.0,0.0
2022,특약용작물,차,경기,0.0,0.0
2022,특약용작물,차,경남,883.0,1390.0
2022,특약용작물,차,경북,0.0,0.0
2022,특약용작물,차,광주,1.0,0.0
2022,특약용작물,차,대구,0.0,0.0
2022,특약용작물,차,대전,0.0,0.0
2022,특약용작물,차,부산,2.0,1.0
2022,특약용작물,차,서울,0.0,0.0
2022,특약용작물,차,세종,0.0,0.0
2022,특약용작물,차,울산,1.0,1.0
2022,특약용작물,차,인천,0.0,0.0
2022,특약용작물,차,전남,1118.0,1250.0
2022,특약용작물,차,전북,76.0,62.0
2022,특약용작물,차,제주,570.0,875.0
2022,특약용작물,차,충남,3.0,2.0
2022,특약용작물,차,충북,0.0,0.0
2022,특약용작물,차,전국,2654.0,3581.0
2023,특약용작물,차,강원,0.0,0.0
2023,특약용작물,차,경기,0.0,0.0
2023,특약용작물,차,경남,854.0,1389.0
2023,특약용작물,차,경북,0.0,0.0
2023,특약용작물,차,광주,0.0,0.0
2023,특약용작물,차,대구,0.0,0.0
2023,특약용작물,차,대전,0.0,0.0
2023,특약용작물,차,부산,2.0,1.0
2023,특약용작물,차,서울,0.0,0.0
2023,특약용작물,차,세종,0.0,0.0
2023,특약용작물,차,울산,1.0,0.0
2023,특약용작물,차,인천,0.0,0.0
2023,특약용작물,차,전남,1123.0,1854.0
2023,특약용작물,차,전북,76.0,62.0
2023,특약용작물,차,제주,565.0,876.0
2023,특약용작물,차,충남,3.0,2.0
2023,특약용작물,차,충북,0.0,0.0
2023,특약용작물,차,전국,2624.0,4184.0
2024,특약용작물,차,강원,0.0,0.0
2024,특약용작물,차,경기,0.0,0.0
2024,특약용작물,차,경남,827.0,1290.0
2024,특약용작물,차,경북,0.0,0.0
2024,특약용작물,차,광주,0.0,0.0
2024,특약용작물,차,대구,0.0,0.0
2024,특약용작물,차,대전,0.0,0.0
2024,특약용작물,차,부산,2.0,1.0
2024,특약용작물,차,서울,0.0,0.0
2024,특약용작물,차,세종,0.0,0.0
2024,특약용작물,차,울산,1.0,0.0
2024,특약용작물,차,인천,0.0,0.0
2024,특약용작물,차,전국,2551.0,3685.0
2024,특약용작물,차,전남,1114.0,1466.0
2024,특약용작물,차,전북,68.0,57.0
2024,특약용작물,차,제주,535.0,867.0
2024,특약용작물,차,충남,3.0,2.0
2024,특약용작물,차,충북,0.0,0.0
2020,특약용작물,참깨,강원,563.0,193.0
2020,특약용작물,참깨,경기,1465.0,437.0
2020,특약용작물,참깨,경남,2511.0,1002.0
2020,특약용작물,참깨,경북,4717.0,1739.0
2020,특약용작물,참깨,광주,172.0,69.0
2020,특약용작물,참깨,대구,151.0,42.0
2020,특약용작물,참깨,대전,57.0,11.0
2020,특약용작물,참깨,부산,30.0,10.0
2020,특약용작물,참깨,서울,2.0,1.0
2020,특약용작물,참깨,세종,103.0,25.0
2020,특약용작물,참깨,울산,71.0,21.0
2020,특약용작물,참깨,인천,119.0,39.0
2020,특약용작물,참깨,전남,6227.0,1325.0
2020,특약용작물,참깨,전북,2462.0,598.0
2020,특약용작물,참깨,제주,456.0,97.0
2020,특약용작물,참깨,충남,2057.0,639.0
2020,특약용작물,참깨,충북,1767.0,546.0
2020,특약용작물,참깨,전국,22930.0,6794.0
2021,특약용작물,참깨,강원,439.0,294.0
2021,특약용작물,참깨,경기,1135.0,770.0
2021,특약용작물,참깨,경남,1976.0,1098.0
2021,특약용작물,참깨,경북,4381.0,2168.0
2021,특약용작물,참깨,광주,113.0,52.0
2021,특약용작물,참깨,대구,135.0,73.0
2021,특약용작물,참깨,대전,53.0,33.0
2021,특약용작물,참깨,부산,19.0,17.0
2021,특약용작물,참깨,서울,1.0,1.0
2021,특약용작물,참깨,세종,62.0,42.0
2021,특약용작물,참깨,울산,73.0,53.0
2021,특약용작물,참깨,인천,86.0,31.0
2021,특약용작물,참깨,전남,5283.0,2162.0
2021,특약용작물,참깨,전북,1675.0,1124.0
2021,특약용작물,참깨,제주,517.0,252.0
2021,특약용작물,참깨,충남,1761.0,1049.0
2021,특약용작물,참깨,충북,1509.0,871.0
2021,특약용작물,참깨,전국,19218.0,10090.0
2022,특약용작물,참깨,강원,538.0,285.0
2022,특약용작물,참깨,경기,1274.0,783.0
2022,특약용작물,참깨,경남,2200.0,1392.0
2022,특약용작물,참깨,경북,4522.0,2316.0
2022,특약용작물,참깨,광주,132.0,67.0
2022,특약용작물,참깨,대구,121.0,58.0
2022,특약용작물,참깨,대전,62.0,34.0
2022,특약용작물,참깨,부산,31.0,28.0
2022,특약용작물,참깨,서울,4.0,2.0
2022,특약용작물,참깨,세종,80.0,54.0
2022,특약용작물,참깨,울산,79.0,50.0
2022,특약용작물,참깨,인천,89.0,43.0
2022,특약용작물,참깨,전남,6433.0,3019.0
2022,특약용작물,참깨,전북,2113.0,1324.0
2022,특약용작물,참깨,제주,446.0,208.0
2022,특약용작물,참깨,충남,2077.0,1156.0
2022,특약용작물,참깨,충북,1840.0,861.0
2022,특약용작물,참깨,전국,22041.0,11680.0
2023,특약용작물,참깨,강원,573.0,310.0
2023,특약용작물,참깨,경기,1412.0,836.0
2023,특약용작물,참깨,경남,2174.0,860.0
2023,특약용작물,참깨,경북,4878.0,2111.0
2023,특약용작물,참깨,광주,144.0,45.0
2023,특약용작물,참깨,대구,130.0,56.0
2023,특약용작물,참깨,대전,50.0,27.0
2023,특약용작물,참깨,부산,30.0,21.0
2023,특약용작물,참깨,서울,3.0,2.0
2023,특약용작물,참깨,세종,81.0,49.0
2023,특약용작물,참깨,울산,90.0,48.0
2023,특약용작물,참깨,인천,103.0,47.0
2023,특약용작물,참깨,전남,5374.0,1538.0
2023,특약용작물,참깨,전북,1956.0,927.0
2023,특약용작물,참깨,제주,335.0,124.0
2023,특약용작물,참깨,충남,2137.0,1073.0
2023,특약용작물,참깨,충북,1821.0,899.0
2023,특약용작물,참깨,전국,21291.0,8973.0
